"","GEOID","ALAND10","AWATER10","TotPop","ai","area_mn","cohesion","division","ed","frac_mn","lpi","lsi","mesh","pafrac","para_mn","pd","pladj","shape_mn","split","ta","COUNT","AREA","Name","Date","Year","MeanF","StdDevF","MinF","MaxF","Water","P_Ice","Dev_OpenSpace","Dev_LowIntensity","Dev_MedIntensity","Dev_HighIntensity","BareRock","Dec_Forest","Evgn_Forest","Mix_Forest","Scrub","Grassland","Pasture","Crops","Wood_wetland","Herb_wetland"
"22",110010006003,174391,45,811,95.4584610405681,0.0331034934497463,99.3036250655729,0.881142345304333,0,1.20559533663479,28.843879852784,21.7897603485839,0.901024222950481,1.24067620798499,1.29869150347898,3020.82921102595,99.8521435452194,1.36598514150928,8.4134253074443,7.58069999999191,187811,67611.96,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,95.1851541850221,3.22324348104029,88.6100000000001,102.65,NA,NA,19.2307692307692,50.7692307692308,19.2307692307692,5.76923076923077,0.384615384615385,1.92307692307692,NA,NA,NA,NA,2.69230769230769,NA,NA,NA
"23",110010006004,595042,0,1718,96.9545118488968,0.0582049036544987,99.8181388358601,0.680163240532016,0,1.17350744002453,56.0273374918577,37.7616880430285,16.810309196311,1.2158023065451,1.24518866296972,1718.06830217596,99.9524561915872,1.30677425932722,3.12659495945181,52.5590280000123,756025,272169,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,93.7444578313254,4.99028362293112,85.73,111.29,NA,NA,25.625,42.9861111111111,19.9305555555556,2.63888888888889,0.138888888888889,6.18055555555556,NA,2.01388888888889,NA,0.138888888888889,0.347222222222222,NA,NA,NA
"24",110010007011,174647,0,1336,96.2832206254071,0.0369669176470457,98.8999970177162,0.950691639217067,0,1.155973889595,13.9285427861096,22.919627749577,0.619744558206991,1.23297673593839,1.0692234408895,2705.12139948438,99.8930630912878,1.34270820410525,20.2805362847537,12.5687519999955,169446,61000.56,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,96.2907692307693,3.16254329495104,85.0100000000001,103.37,NA,NA,19.6172248803828,41.1483253588517,30.8612440191388,3.11004784688995,0.239234449760766,5.02392344497608,NA,NA,NA,NA,NA,NA,NA,NA
"25",110010007012,80163,0,1157,97.9165430046893,0.0732495903613902,99.4038929185705,0.682495302518887,0,1.1661627373048,55.2679105405581,9.54014598540146,1.93033838934962,1.18143594605491,1.11407176451699,1365.19534794163,99.7976339200639,1.33426296352531,3.14955970079619,6.07971599999538,84335,30360.6,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,93.492105263158,3.24363869578929,85.9100000000001,99.23,NA,NA,35,35.7142857142857,24.2857142857143,2.14285714285714,NA,2.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA
"26",110010007013,131529,0,1684,97.697623610418,0.0729030508474598,99.3079666497956,0.76871907072148,0,1.165051595769,46.2621359223301,12.2280163599182,1.98960807097428,1.22604656380412,0.884882796447166,1371.68470780787,99.8139577725915,1.36225380843812,4.32374603093951,8.60256000000025,138594,49893.84,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,91.8286440677967,2.92259193277936,83.7500000000001,97.43,NA,NA,22.1153846153846,48.5576923076923,18.2692307692308,NA,NA,11.0576923076923,NA,NA,NA,NA,NA,NA,NA,NA
"27",110010007014,163526,0,1609,95.6518787029229,0.0303889151291407,98.9604023401242,0.932867092683169,0,1.1807226550693,20.5817425172997,21.7439916405434,0.552866076385206,1.24916846086944,1.23873818307499,3290.67357538234,99.8462454745299,1.36146505457783,14.8958244170857,8.23539599999714,167031,60131.16,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,95.8428767123288,1.78693537007932,91.8500000000001,99.7700000000001,NA,NA,10.7936507936508,53.6507936507937,34.2857142857143,0.634920634920635,NA,NA,NA,NA,NA,0.317460317460317,0.317460317460317,NA,NA,NA
"28",110010007021,142758,0,1306,96.8508160144792,0.0457797029702947,99.0295618781651,0.92544248581621,0,1.16854943752885,18.3061800486618,16.9240631163708,0.689470612414563,1.22054650222403,0.960547301541822,2184.37415517719,99.8187905095675,1.34765086310602,13.4124643363903,9.24749999999953,150367,54132.12,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,94.1692670157069,3.76171818062341,83.93,99.5900000000001,NA,NA,12.8472222222222,51.0416666666667,28.8194444444444,1.73611111111111,NA,5.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA
"29",110010007022,73020,158,976,96.0942793113632,0.0296912571428582,99.0853934020211,0.844291370883311,0,1.16844385259008,34.4092633329292,14.225,0.647245892505175,1.19836188821697,1.30177272134244,3367.99481136331,99.8339552491348,1.30606878543004,6.42225164830522,4.15677600000014,50534,18192.24,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,97.1855963302753,0.982707363088264,95.4500000000001,100.49,NA,NA,6.59340659340659,40.6593406593407,50,2.74725274725275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",110010007023,76980,0,690,96.3758337296891,0.0393050602409806,98.9738216434334,0.920742047987816,0,1.16620752276951,20.056830721695,16.3826291079812,0.517129604016994,1.2240513589181,1.06249219271283,2544.20167242835,99.8357183063087,1.37794783632943,12.6170305264294,6.52464000000278,72216,25997.76,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,97.4585000000001,1.6716954861216,92.39,100.31,NA,NA,13.5746606334842,39.8190045248869,44.3438914027149,2.26244343891403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",110010008011,201588,0,1559,98.0406709381444,0.0893250491803628,99.788662872162,0.480652918574768,0,1.16392537046227,70.4743111729715,14.1802670623145,8.48949875696757,1.25599511173466,1.18096039818642,1119.50680036103,99.8900563650735,1.32340436692646,1.92549459844026,16.3464840000064,286866,103271.76,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,92.6151711026617,5.28902109562833,83.5700000000001,104.45,NA,NA,23.6842105263158,32.1052631578947,23.9473684210526,3.42105263157895,NA,16.0526315789474,NA,0.789473684210526,NA,NA,NA,NA,NA,NA
"32",110010008012,879231,0,1284,97.9816814960539,0.125028106824911,99.9367111365194,0.467500906362325,0,1.17496683831106,72.1944255050829,31.8588235294118,44.8731363017986,1.21411739077725,1.2652354783678,799.82015675915,99.9521402258676,1.30463222088903,1.87793746871694,84.2689439999899,1504330,541558.8,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,88.1163000931967,3.61034105184072,80.8700000000001,97.43,NA,NA,35.0568181818182,23.0681818181818,3.125,NA,0.681818181818182,22.2159090909091,0.909090909090909,14.5454545454545,0.113636363636364,0.113636363636364,0.170454545454545,NA,NA,NA
"33",110010008013,1242673,0,2426,98.3090187320442,0.126559317073168,99.935507727579,0.383396982069983,0,1.15751589850166,78.4340427443864,30.3991379310345,67.1897337517048,1.2047947490113,1.1958536445189,790.143328145388,99.9594227561452,1.28037317773994,1.62178901322455,108.967571999997,2228865,802391.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,88.9571600000001,5.50044808057715,80.1500000000001,104.45,NA,NA,23.8095238095238,23.0555555555556,12.7380952380952,2.14285714285714,0.952380952380952,30.6349206349206,0.555555555555556,5.83333333333333,0.0396825396825397,0.198412698412698,0.0396825396825397,NA,NA,NA
"34",110010008014,607995,144814,926,98.1004196965035,0.110008213166178,99.7061003233182,0.85388152270962,0,1.18548578549865,30.4808703368401,27.500179018976,10.2553603970631,1.2352735198987,1.13560075815092,909.023036752175,99.959060523348,1.34747458013504,6.84376143622621,70.1852400000218,916149,329813.64,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,89.1409129967777,6.85684503173264,80.5100000000001,106.79,19.290465631929,NA,20.6208425720621,22.2838137472284,8.48115299334811,0.498891352549889,0.16629711751663,15.0221729490022,0.0554323725055432,4.04656319290466,NA,0.0554323725055432,0.277161862527716,NA,7.92682926829268,1.27494456762749
"35",110010008021,955716,640778,2152,98.1284394023223,0.104916075000025,99.6938427477325,0.841553778692131,0,1.17748829082733,31.5565441234816,32.2794381350867,15.9586134126786,1.23899529610422,1.11967674396157,953.142785793089,99.9630934669789,1.35355085322681,6.31128967131978,100.719432000024,1254603,451657.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,88.6661372031663,6.50925639853288,79.9700000000001,105.35,22.7328431372549,NA,16.1764705882353,24.0808823529412,10.8762254901961,0.612745098039216,0.183823529411765,18.719362745098,0.0612745098039216,1.80759803921569,0.214460784313726,0.0612745098039216,0.183823529411765,0.0306372549019608,4.07475490196078,0.183823529411765
"36",110010008022,682292,0,1318,98.2956673903125,0.097447979695418,99.8165382312019,0.529652084522384,0,1.17429444802299,68.3336552544083,25.8743580965423,36.117549844389,1.23031850992173,1.18547795089929,1026.18853990158,99.9573738676763,1.30925275127536,2.12608574864108,76.7890079999894,1197258,431012.88,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,89.8905653710248,5.62296501225424,80.1500000000001,103.73,1.01063829787234,NA,19.9468085106383,33.3510638297872,16.4893617021277,0.638297872340425,0.159574468085106,26.5957446808511,NA,0.691489361702128,0.478723404255319,NA,0.0531914893617021,0.0531914893617021,0.531914893617021,NA
"37",110010009011,646106,0,1615,97.1152186500412,0.0726700888889162,99.7559163793088,0.848060155320014,0,1.18993631571275,34.9260004268912,37.8502736512901,8.94360043511681,1.23735984832761,1.22849322027927,1376.08198268287,99.9399258103441,1.32495077042745,6.58155207481083,58.8627720000221,898490,323456.4,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,90.9587022900764,2.32212720300261,85.9100000000001,98.33,NA,NA,39.6075581395349,32.703488372093,4.79651162790698,0.654069767441861,0.581395348837209,8.50290697674419,NA,11.7732558139535,NA,NA,NA,NA,1.38081395348837,NA
"38",110010009012,1372264,68722,1597,98.0284386432036,0.0967793541442303,99.9097642343934,0.489185349385634,0,1.19487768604723,71.1938401045869,32.1341347674786,45.9263338237243,1.21017889809588,1.25507927973619,1033.27823257603,99.9713466551127,1.26692611156577,1.95765724181419,89.90801999999,2169519,781026.84,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,89.4471819262783,5.7639106462825,79.0700000000001,104.27,5.60296846011132,NA,29.4619666048237,24.0074211502783,9.8330241187384,1.44712430426716,0.630797773654917,21.3358070500928,0.296846011131725,7.12430426716141,0.0742115027829314,0.148423005565863,NA,NA,0.0371057513914657,NA
"39",110010009013,938051,0,4058,97.0970774820178,0.0658399914893699,99.8418151391039,0.749399550291611,0,1.18224061402719,49.2596170289828,47.5828144458281,23.264339381206,1.21755771820244,1.18324221718569,1518.83373217242,99.9579067206939,1.29562475056529,3.99041582392868,92.8343880000115,1227991,442076.76,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,92.9480633802818,4.20277933416237,85.9100000000001,104.09,NA,NA,35.6171039844509,33.1389698736638,12.1963070942663,3.15840621963071,0.777453838678328,7.6287657920311,0.583090379008746,6.41399416909621,0.0971817298347911,0.291545189504373,0.0971817298347911,NA,NA,NA
"40",110010009021,444016,106,985,97.7472751041558,0.103652662116038,99.8622114099983,0.64756865244814,0,1.17291247019655,58.526583433843,30.2374903772132,21.4068421687193,1.22924093959603,1.24035669171824,964.760556637231,99.9359010705491,1.32675002893351,2.83743204725241,60.7404599999985,641128,230806.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,90.4645046728973,3.13299854088506,82.1300000000001,98.33,NA,NA,36.68430335097,25.0440917107584,5.29100529100529,NA,0.352733686067019,16.8430335097002,0.617283950617284,14.373897707231,NA,NA,0.793650793650794,NA,NA,NA
"41",110010009022,1416954,323731,1431,97.9691133542939,0.103890054193553,99.7560738388811,0.909363497958412,0,1.19525058521206,22.6384538135552,43.9312056737589,14.5951582189729,1.22774404991559,1.28600544940181,962.556048086123,99.976940931866,1.31182233030198,11.033082449951,161.029584000008,2381828,857458.08,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,87.6576945244958,5.060204705785,80.5100000000001,104.09,5.37518037518038,NA,27.0382395382395,23.6652236652237,6.00649350649351,0.739538239538239,0.360750360750361,22.005772005772,NA,6.52958152958153,0.0541125541125541,0.270562770562771,0.162337662337662,NA,7.14285714285714,0.649350649350649
"42",110010010011,277609,0,832,95.793218499387,0.0275714042553342,98.5248177000624,0.973720480504377,0,1.16228084053553,8.23054413453347,24.8884986830553,0.30649025713985,1.21701283762213,1.07461322305312,3626.94620389721,99.8844907233879,1.30727289757587,38.0524461326833,11.6627040000064,219196,78910.56,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,99.0540000000001,5.14172159369556,88.9700000000001,111.11,NA,NA,11.3333333333333,41,24,22.8333333333333,NA,0.666666666666667,NA,NA,0.166666666666667,NA,NA,NA,NA,NA
"43",110010010012,495624,0,1885,95.7871559633028,0.0309597421203513,98.8242704042367,0.970193818641502,0,1.19031208860558,13.1613010703428,33.5883870967742,0.644108598539158,1.22411886546908,1.05380764973285,3230.00106432622,99.9155254776377,1.33022770614531,33.5500877476509,21.6099000000052,516631,185987.16,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,96.2851644736843,3.67085870026157,90.59,105.71,NA,NA,19.9110122358176,52.6140155728587,20.6896551724138,6.7853170189099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",110010010013,335229,0,891,96.7251584255512,0.0584032645161571,99.4066551108177,0.923941897899107,0,1.19564775884604,20.5809308494245,24.1804087385483,1.37703285123456,1.25109413984775,1.22654253204772,1712.23305458097,99.8959419413614,1.38142391598748,13.1478431932665,18.1050120000087,457417,164670.12,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,92.6921428571429,1.44738103655695,89.8700000000001,97.2500000000001,NA,NA,44.1176470588235,55.2287581699346,0.65359477124183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",110010010014,698690,0,1577,96.7834713694586,0.044635535545016,99.3697497845744,0.951720660773201,0,1.18310576577662,12.4577382821882,41.2625698324022,2.72819728927896,1.21465594984978,1.10998856929691,2240.36742875298,99.948000710443,1.30457548886884,20.7127938371807,56.5085879999903,775708,279254.88,"LC08_CU_027009_20180708_20190614_C01_V01","2018-07-08",2018,94.2415186915889,3.23465569372695,88.43,105.71,NA,NA,28.6653517422748,53.1886916502301,13.2807363576594,3.15581854043393,0.131492439184747,0.723208415516108,NA,0.723208415516108,NA,0.0657462195923734,0.0657462195923734,NA,NA,NA
